-183.678, 78.210, 1.471,  1.765
-183.675, 78.161, 1.474,  1.798
-183.672, 78.112, 1.478,  1.831
-183.669, 78.063, 1.483,  1.864
-183.666, 78.013, 1.487,  1.897
-183.663, 77.964, 1.492,  1.930
-183.660, 77.914, 1.498,  1.963
-183.657, 77.864, 1.503,  1.996
-183.654, 77.814, 1.509,  2.029
-183.651, 77.764, 1.514,  2.062
-183.648, 77.713, 1.520,  2.095
-183.645, 77.662, 1.526,  2.128
-183.642, 77.611, 1.531,  2.161
-183.639, 77.560, 1.537,  2.194
-183.636, 77.509, 1.543,  2.227
-183.633, 77.458, 1.548,  2.260
-183.630, 77.406, 1.554,  2.293
-183.626, 77.354, 1.559,  2.326
-183.623, 77.302, 1.564,  2.359
-183.620, 77.250, 1.569,  2.392
-183.617, 77.198, 1.575,  2.425
-183.614, 77.145, 1.580,  2.458
-183.611, 77.092, 1.585,  2.491
-183.607, 77.039, 1.590,  2.524
-183.604, 76.986, 1.595,  2.557
-183.601, 76.933, 1.600,  2.590
-183.598, 76.880, 1.606,  2.623
-183.594, 76.826, 1.611,  2.656
-183.591, 76.773, 1.616,  2.689
-183.588, 76.719, 1.621,  2.722
-183.585, 76.665, 1.627,  2.755
-183.581, 76.610, 1.632,  2.788
-183.578, 76.556, 1.638,  2.821
-183.575, 76.501, 1.643,  2.854
-183.571, 76.446, 1.649,  2.887
-183.568, 76.391, 1.654,  2.920
-183.565, 76.336, 1.659,  2.953
-183.561, 76.281, 1.665,  2.986
-183.558, 76.225, 1.671,  3.019
-183.555, 76.170, 1.676,  3.052
-183.551, 76.114, 1.682,  3.085
-183.548, 76.058, 1.687,  3.118
-183.545, 76.001, 1.693,  3.151
-183.541, 75.945, 1.699,  3.184
-183.538, 75.888, 1.704,  3.217
-183.535, 75.831, 1.710,  3.250
-183.531, 75.774, 1.716,  3.283
-183.528, 75.717, 1.721,  3.316
-183.525, 75.660, 1.727,  3.349
-183.521, 75.602, 1.733,  3.382
-183.518, 75.544, 1.738,  3.415
-183.514, 75.486, 1.744,  3.448
-183.511, 75.428, 1.750,  3.481
-183.507, 75.370, 1.756,  3.514
-183.504, 75.311, 1.762,  3.547
-183.501, 75.252, 1.767,  3.580
-183.497, 75.193, 1.773,  3.613
-183.494, 75.134, 1.779,  3.646
-183.490, 75.075, 1.785,  3.679
-183.487, 75.015, 1.791,  3.712
-183.483, 74.956, 1.797,  3.745
-183.480, 74.896, 1.802,  3.778
-183.477, 74.836, 1.808,  3.811
-183.473, 74.775, 1.814,  3.844
-183.470, 74.715, 1.820,  3.877
-183.466, 74.654, 1.826,  3.910
-183.463, 74.593, 1.832,  3.943
-183.459, 74.532, 1.838,  3.976
-183.456, 74.471, 1.844,  4.009
-183.452, 74.409, 1.850,  4.042
-183.449, 74.347, 1.857,  4.075
-183.446, 74.285, 1.863,  4.108
-183.442, 74.223, 1.869,  4.141
-183.439, 74.161, 1.875,  4.174
-183.435, 74.098, 1.881,  4.207
-183.432, 74.036, 1.887,  4.240
-183.428, 73.973, 1.894,  4.273
-183.425, 73.909, 1.900,  4.306
-183.421, 73.846, 1.906,  4.339
-183.418, 73.782, 1.912,  4.372
-183.414, 73.719, 1.919,  4.405
-183.411, 73.655, 1.925,  4.438
-183.407, 73.590, 1.931,  4.471
-183.404, 73.526, 1.938,  4.504
-183.401, 73.461, 1.944,  4.537
-183.397, 73.396, 1.950,  4.570
-183.394, 73.331, 1.957,  4.603
-183.390, 73.266, 1.963,  4.636
-183.387, 73.201, 1.969,  4.669
-183.383, 73.135, 1.976,  4.702
-183.380, 73.069, 1.982,  4.735
-183.376, 73.003, 1.989,  4.768
-183.373, 72.936, 1.995,  4.801
-183.369, 72.870, 2.002,  4.834
-183.366, 72.803, 2.009,  4.867
-183.363, 72.736, 2.015,  4.900
-183.359, 72.669, 2.022,  4.933
-183.356, 72.601, 2.028,  4.966
-183.352, 72.534, 2.035,  4.999
-183.349, 72.466, 2.042,  5.032
-183.345, 72.397, 2.048,  5.065
-183.342, 72.329, 2.055,  5.098
-183.338, 72.261, 2.062,  5.131
-183.335, 72.192, 2.068,  5.164
-183.332, 72.123, 2.075,  5.197
-183.328, 72.053, 2.082,  5.230
-183.325, 71.984, 2.089,  5.263
-183.321, 71.914, 2.095,  5.296
-183.318, 71.844, 2.102,  5.329
-183.315, 71.774, 2.109,  5.362
-183.311, 71.704, 2.116,  5.395
-183.308, 71.633, 2.123,  5.428
-183.304, 71.562, 2.130,  5.461
-183.301, 71.491, 2.137,  5.494
-183.298, 71.420, 2.144,  5.527
-183.294, 71.348, 2.151,  5.560
-183.291, 71.277, 2.158,  5.593
-183.287, 71.205, 2.165,  5.626
-183.284, 71.132, 2.172,  5.659
-183.281, 71.060, 2.179,  5.692
-183.277, 70.987, 2.186,  5.725
-183.274, 70.914, 2.193,  5.758
-183.271, 70.841, 2.200,  5.791
-183.267, 70.767, 2.207,  5.824
-183.264, 70.694, 2.215,  5.857
-183.261, 70.620, 2.222,  5.890
-183.257, 70.546, 2.229,  5.923
-183.254, 70.471, 2.236,  5.956
-183.251, 70.397, 2.244,  5.989
-183.247, 70.322, 2.251,  6.022
-183.244, 70.247, 2.258,  6.055
-183.241, 70.171, 2.265,  6.088
-183.237, 70.096, 2.273,  6.121
-183.234, 70.020, 2.280,  6.154
-183.231, 69.944, 2.288,  6.187
-183.227, 69.867, 2.295,  6.220
-183.224, 69.791, 2.302,  6.253
-183.221, 69.714, 2.310,  6.286
-183.218, 69.637, 2.317,  6.319
-183.214, 69.559, 2.325,  6.352
-183.211, 69.482, 2.332,  6.385
-183.208, 69.404, 2.340,  6.418
-183.205, 69.326, 2.347,  6.451
-183.201, 69.247, 2.355,  6.484
-183.198, 69.169, 2.362,  6.517
-183.195, 69.090, 2.370,  6.550
-183.192, 69.011, 2.378,  6.583
-183.188, 68.931, 2.385,  6.616
-183.185, 68.852, 2.393,  6.649
-183.182, 68.772, 2.401,  6.682
-183.179, 68.692, 2.408,  6.715
-183.175, 68.611, 2.416,  6.748
-183.172, 68.530, 2.424,  6.781
-183.169, 68.450, 2.432,  6.814
-183.166, 68.368, 2.440,  6.847
-183.163, 68.287, 2.448,  6.880
-183.160, 68.205, 2.456,  6.913
-183.156, 68.123, 2.464,  6.946
-183.153, 68.041, 2.472,  6.979
-183.150, 67.958, 2.480,  7.012
-183.147, 67.876, 2.488,  7.045
-183.144, 67.792, 2.496,  7.078
-183.141, 67.709, 2.504,  7.111
-183.137, 67.626, 2.512,  7.144
-183.134, 67.542, 2.520,  7.177
-183.131, 67.458, 2.528,  7.210
-183.128, 67.373, 2.536,  7.243
-183.125, 67.288, 2.544,  7.276
-183.122, 67.203, 2.553,  7.309
-183.119, 67.118, 2.561,  7.342
-183.116, 67.033, 2.569,  7.375
-183.113, 66.947, 2.577,  7.408
-183.109, 66.861, 2.586,  7.441
-183.106, 66.774, 2.594,  7.474
-183.103, 66.688, 2.602,  7.507
-183.100, 66.601, 2.611,  7.540
-183.097, 66.514, 2.619,  7.573
-183.094, 66.426, 2.628,  7.606
-183.091, 66.339, 2.636,  7.639
-183.088, 66.251, 2.645,  7.672
-183.085, 66.162, 2.653,  7.705
-183.082, 66.074, 2.662,  7.738
-183.079, 65.985, 2.670,  7.771
-183.076, 65.896, 2.679,  7.804
-183.073, 65.806, 2.687,  7.837
-183.070, 65.716, 2.696,  7.870
-183.067, 65.626, 2.705,  7.903
-183.064, 65.536, 2.713,  7.936
-183.061, 65.445, 2.722,  7.969
-183.058, 65.354, 2.731,  8.002
-183.055, 65.263, 2.740,  8.035
-183.052, 65.172, 2.749,  8.068
-183.049, 65.080, 2.757,  8.101
-183.046, 64.988, 2.766,  8.134
-183.043, 64.895, 2.775,  8.167
-183.040, 64.803, 2.784,  8.200
-183.037, 64.710, 2.794,  8.233
-183.034, 64.616, 2.803,  8.266
-183.031, 64.523, 2.812,  8.299
-183.029, 64.429, 2.821,  8.332
-183.026, 64.335, 2.830,  8.365
-183.023, 64.240, 2.839,  8.398
-183.020, 64.145, 2.848,  8.431
-183.017, 64.050, 2.858,  8.464
-183.014, 63.955, 2.867,  8.497
-183.011, 63.859, 2.876,  8.530
-183.008, 63.763, 2.885,  8.563
-183.006, 63.667, 2.895,  8.596
-183.003, 63.570, 2.904,  8.629
-183.000, 63.473, 2.914,  8.662
-182.997, 63.376, 2.923,  8.695
-182.994, 63.278, 2.933,  8.728
-182.991, 63.180, 2.942,  8.761
-182.988, 63.082, 2.952,  8.794
-182.986, 62.983, 2.961,  8.827
-182.983, 62.884, 2.971,  8.860
-182.980, 62.785, 2.980,  8.893
-182.977, 62.685, 2.990,  8.926
-182.974, 62.586, 3.000,  8.959
-182.972, 62.485, 3.010,  8.992
-182.969, 62.385, 3.019,  9.025
-182.966, 62.284, 3.029,  9.058
-182.963, 62.183, 3.039,  9.091
-182.960, 62.081, 3.049,  9.124
-182.958, 61.979, 3.059,  9.157
-182.955, 61.877, 3.069,  9.190
-182.952, 61.775, 3.079,  9.223
-182.949, 61.672, 3.089,  9.256
-182.947, 61.569, 3.099,  9.289
-182.944, 61.465, 3.109,  9.322
-182.941, 61.361, 3.119,  9.355
-182.938, 61.257, 3.129,  9.388
-182.936, 61.153, 3.139,  9.421
-182.933, 61.048, 3.149,  9.454
-182.930, 60.943, 3.160,  9.487
-182.928, 60.837, 3.170,  9.520
-182.925, 60.731, 3.180,  9.553
-182.922, 60.625, 3.191,  9.586
-182.920, 60.518, 3.201,  9.619
-182.917, 60.411, 3.212,  9.652
-182.914, 60.304, 3.222,  9.685
-182.912, 60.196, 3.233,  9.718
-182.909, 60.089, 3.243,  9.751
-182.906, 59.980, 3.254,  9.784
-182.904, 59.871, 3.264,  9.817
-182.901, 59.762, 3.275,  9.850
-182.898, 59.653, 3.286,  9.883
-182.896, 59.543, 3.296,  9.916
-182.893, 59.433, 3.307,  9.949
-182.890, 59.323, 3.318,  9.982
-182.888, 59.212, 3.329, 10.015
-182.885, 59.101, 3.340, 10.048
-182.883, 58.989, 3.350, 10.081
-182.880, 58.877, 3.361, 10.114
-182.877, 58.765, 3.372, 10.147
-182.875, 58.652, 3.383, 10.180
-182.872, 58.539, 3.394, 10.213
-182.870, 58.426, 3.405, 10.246
-182.867, 58.312, 3.416, 10.279
-182.864, 58.198, 3.427, 10.312
-182.862, 58.083, 3.439, 10.345
-182.859, 57.969, 3.450, 10.378
-182.857, 57.853, 3.461, 10.411
-182.854, 57.738, 3.473, 10.444
-182.852, 57.622, 3.484, 10.477
-182.849, 57.505, 3.495, 10.510
-182.847, 57.388, 3.507, 10.543
-182.844, 57.271, 3.518, 10.576
-182.842, 57.154, 3.530, 10.609
-182.839, 57.036, 3.541, 10.642
-182.837, 56.918, 3.553, 10.675
-182.834, 56.799, 3.565, 10.708
-182.831, 56.680, 3.576, 10.741
-182.829, 56.560, 3.588, 10.774
-182.827, 56.440, 3.600, 10.807
-182.824, 56.320, 3.611, 10.840
-182.822, 56.199, 3.623, 10.873
-182.819, 56.078, 3.635, 10.906
-182.817, 55.957, 3.647, 10.939
-182.814, 55.835, 3.659, 10.972
-182.812, 55.713, 3.671, 11.005
-182.809, 55.590, 3.683, 11.038
-182.807, 55.467, 3.695, 11.071
-182.804, 55.344, 3.707, 11.104
-182.802, 55.220, 3.719, 11.137
-182.799, 55.096, 3.731, 11.170
-182.797, 54.971, 3.743, 11.203
-182.795, 54.846, 3.756, 11.236
-182.792, 54.721, 3.768, 11.269
-182.790, 54.595, 3.780, 11.302
-182.787, 54.468, 3.793, 11.335
-182.785, 54.342, 3.805, 11.368
-182.782, 54.214, 3.818, 11.401
-182.780, 54.087, 3.830, 11.434
-182.778, 53.959, 3.843, 11.467
-182.775, 53.831, 3.855, 11.500
-182.773, 53.702, 3.868, 11.533
-182.770, 53.573, 3.880, 11.566
-182.768, 53.443, 3.893, 11.599
-182.766, 53.313, 3.906, 11.632
-182.763, 53.182, 3.918, 11.665
-182.761, 53.051, 3.931, 11.698
-182.759, 52.920, 3.944, 11.731
-182.756, 52.788, 3.957, 11.764
-182.754, 52.656, 3.969, 11.797
-182.751, 52.524, 3.982, 11.830
-182.749, 52.391, 3.995, 11.863
-182.747, 52.257, 4.007, 11.896
-182.744, 52.123, 4.020, 11.929
-182.742, 51.989, 4.033, 11.962
-182.740, 51.854, 4.046, 11.995
-182.737, 51.719, 4.059, 12.028
-182.735, 51.583, 4.072, 12.061
-182.733, 51.447, 4.085, 12.094
-182.730, 51.311, 4.098, 12.127
-182.728, 51.174, 4.112, 12.160
-182.726, 51.036, 4.125, 12.193
-182.724, 50.899, 4.138, 12.226
-182.721, 50.760, 4.151, 12.259
-182.719, 50.622, 4.165, 12.292
-182.717, 50.483, 4.178, 12.325
-182.714, 50.343, 4.191, 12.358
-182.712, 50.203, 4.205, 12.391
-182.710, 50.062, 4.218, 12.424
-182.707, 49.922, 4.232, 12.457
-182.705, 49.780, 4.245, 12.490
-182.703, 49.638, 4.259, 12.523
-182.701, 49.496, 4.273, 12.556
-182.698, 49.353, 4.287, 12.589
-182.696, 49.210, 4.301, 12.622
-182.694, 49.066, 4.314, 12.655
-182.692, 48.922, 4.328, 12.688
-182.689, 48.778, 4.342, 12.721
-182.687, 48.632, 4.356, 12.754
-182.685, 48.487, 4.371, 12.787
-182.683, 48.341, 4.385, 12.820
-182.680, 48.194, 4.399, 12.853
-182.678, 48.047, 4.413, 12.886
-182.676, 47.900, 4.427, 12.919
-182.674, 47.752, 4.442, 12.952
-182.671, 47.604, 4.456, 12.985
-182.669, 47.455, 4.470, 13.018
-182.667, 47.305, 4.485, 13.051
-182.665, 47.156, 4.499, 13.084
-182.663, 47.005, 4.513, 13.117
-182.660, 46.854, 4.528, 13.150
-182.658, 46.703, 4.543, 13.183
-182.656, 46.551, 4.557, 13.216
-182.654, 46.399, 4.572, 13.249
-182.652, 46.246, 4.587, 13.282
-182.649, 46.093, 4.601, 13.315
-182.647, 45.939, 4.616, 13.348
-182.645, 45.785, 4.631, 13.381
-182.643, 45.630, 4.646, 13.414
-182.641, 45.475, 4.661, 13.447
-182.638, 45.319, 4.676, 13.480
-182.636, 45.163, 4.692, 13.513
-182.634, 45.006, 4.707, 13.546
-182.632, 44.849, 4.722, 13.579
-182.630, 44.691, 4.737, 13.612
-182.628, 44.533, 4.752, 13.645
-182.625, 44.374, 4.768, 13.678
-182.623, 44.215, 4.783, 13.711
-182.621, 44.055, 4.799, 13.744
-182.619, 43.895, 4.814, 13.777
-182.617, 43.734, 4.829, 13.810
-182.615, 43.573, 4.845, 13.843
-182.612, 43.411, 4.861, 13.876
-182.610, 43.248, 4.877, 13.909
-182.608, 43.085, 4.892, 13.942
-182.606, 42.922, 4.908, 13.975
-182.604, 42.758, 4.924, 14.008
-182.602, 42.593, 4.940, 14.041
-182.600, 42.428, 4.956, 14.074
-182.597, 42.263, 4.972, 14.107
-182.595, 42.097, 4.988, 14.140
-182.593, 41.930, 5.004, 14.173
-182.591, 41.763, 5.021, 14.206
-182.589, 41.595, 5.037, 14.239
-182.587, 41.427, 5.053, 14.272
-182.585, 41.258, 5.069, 14.305
-182.583, 41.089, 5.086, 14.338
-182.580, 40.919, 5.101, 14.371
-182.578, 40.748, 5.111, 14.404
-182.576, 40.578, 5.108, 14.437
-182.574, 40.408, 5.094, 14.470
-182.572, 40.239, 5.080, 14.503
-182.570, 40.070, 5.072, 14.536
-182.568, 39.901, 5.070, 14.569
-182.566, 39.732, 5.074, 14.602
-182.564, 39.563, 5.085, 14.635
-182.562, 39.393, 5.103, 14.668
-182.560, 39.222, 5.127, 14.701
-182.558, 39.050, 5.157, 14.734
-182.555, 38.877, 5.192, 14.767
-182.553, 38.703, 5.230, 14.800
-182.551, 38.528, 5.270, 14.833
-182.549, 38.351, 5.311, 14.866
-182.547, 38.172, 5.352, 14.899
-182.545, 37.993, 5.391, 14.932
-182.543, 37.812, 5.426, 14.965
-182.541, 37.630, 5.458, 14.998
-182.539, 37.448, 5.486, 15.031
-182.537, 37.264, 5.509, 15.064
-182.534, 37.080, 5.529, 15.097
-182.532, 36.895, 5.545, 15.130
-182.530, 36.710, 5.558, 15.163
-182.528, 36.525, 5.569, 15.196
-182.526, 36.339, 5.578, 15.229
-182.524, 36.153, 5.585, 15.262
-182.522, 35.967, 5.592, 15.295
-182.520, 35.780, 5.600, 15.328
-182.518, 35.594, 5.608, 15.361
-182.516, 35.407, 5.617, 15.394
-182.514, 35.219, 5.627, 15.427
-182.512, 35.031, 5.640, 15.460
-182.510, 34.843, 5.654, 15.493
-182.507, 34.654, 5.670, 15.526
-182.505, 34.464, 5.688, 15.559
-182.503, 34.274, 5.708, 15.592
-182.501, 34.083, 5.730, 15.625
-182.499, 33.892, 5.753, 15.658
-182.497, 33.699, 5.777, 15.691
-182.495, 33.506, 5.802, 15.724
-182.493, 33.312, 5.827, 15.757
-182.491, 33.117, 5.853, 15.790
-182.489, 32.921, 5.877, 15.823
-182.487, 32.724, 5.901, 15.856
-182.485, 32.527, 5.925, 15.889
-182.483, 32.329, 5.947, 15.922
-182.481, 32.130, 5.968, 15.955
-182.479, 31.931, 5.988, 15.988
-182.477, 31.730, 6.008, 16.021
-182.474, 31.530, 6.026, 16.054
-182.472, 31.328, 6.044, 16.087
-182.470, 31.126, 6.062, 16.120
-182.468, 30.924, 6.079, 16.153
-182.466, 30.721, 6.096, 16.186
-182.464, 30.517, 6.113, 16.219
-182.462, 30.313, 6.130, 16.252
-182.460, 30.108, 6.148, 16.285
-182.458, 29.903, 6.167, 16.318
-182.456, 29.697, 6.186, 16.351
-182.454, 29.490, 6.205, 16.384
-182.452, 29.282, 6.225, 16.417
-182.450, 29.074, 6.246, 16.450
-182.448, 28.866, 6.268, 16.483
-182.446, 28.656, 6.289, 16.516
-182.443, 28.446, 6.311, 16.549
-182.441, 28.235, 6.334, 16.582
-182.439, 28.023, 6.356, 16.615
-182.437, 27.810, 6.379, 16.648
-182.435, 27.597, 6.402, 16.681
-182.433, 27.383, 6.424, 16.714
-182.431, 27.168, 6.446, 16.747
-182.429, 26.953, 6.468, 16.780
-182.427, 26.737, 6.490, 16.813
-182.425, 26.520, 6.511, 16.846
-182.423, 26.302, 6.532, 16.879
-182.421, 26.084, 6.553, 16.912
-182.419, 25.865, 6.574, 16.945
-182.417, 25.645, 6.595, 16.978
-182.415, 25.425, 6.616, 17.011
-182.412, 25.204, 6.637, 17.044
-182.410, 24.982, 6.658, 17.077
-182.408, 24.759, 6.680, 17.110
-182.406, 24.536, 6.702, 17.143
-182.404, 24.312, 6.723, 17.176
-182.402, 24.087, 6.746, 17.209
-182.400, 23.862, 6.768, 17.242
-182.398, 23.635, 6.790, 17.275
-182.396, 23.409, 6.813, 17.308
-182.394, 23.181, 6.835, 17.341
-182.392, 22.952, 6.858, 17.374
-182.390, 22.723, 6.880, 17.407
-182.388, 22.493, 6.903, 17.440
-182.386, 22.262, 6.925, 17.473
-182.384, 22.031, 6.948, 17.506
-182.381, 21.799, 6.971, 17.539
-182.379, 21.566, 6.993, 17.572
-182.377, 21.332, 7.016, 17.605
-182.375, 21.098, 7.039, 17.638
-182.373, 20.862, 7.062, 17.671
-182.371, 20.626, 7.085, 17.704
-182.369, 20.390, 7.108, 17.737
-182.367, 20.152, 7.131, 17.770
-182.365, 19.914, 7.155, 17.803
-182.363, 19.675, 7.178, 17.836
-182.361, 19.435, 7.202, 17.869
-182.359, 19.194, 7.226, 17.902
-182.357, 18.952, 7.250, 17.935
-182.355, 18.710, 7.274, 17.968
-182.353, 18.467, 7.298, 18.001
-182.350, 18.223, 7.322, 18.034
-182.348, 17.979, 7.346, 18.067
-182.346, 17.733, 7.370, 18.100
-182.344, 17.487, 7.394, 18.133
-182.342, 17.240, 7.418, 18.166
-182.340, 16.992, 7.443, 18.199
-182.338, 16.743, 7.467, 18.232
-182.336, 16.493, 7.492, 18.265
-182.334, 16.243, 7.516, 18.298
-182.331, 15.992, 7.541, 18.331
-182.329, 15.740, 7.565, 18.364
-182.327, 15.487, 7.590, 18.397
-182.325, 15.234, 7.614, 18.430
-182.323, 14.979, 7.639, 18.463
-182.321, 14.724, 7.663, 18.496
-182.319, 14.468, 7.688, 18.529
-182.317, 14.211, 7.713, 18.562
-182.315, 13.953, 7.738, 18.595
-182.313, 13.695, 7.763, 18.628
-182.310, 13.435, 7.788, 18.661
-182.308, 13.175, 7.814, 18.694
-182.306, 12.914, 7.839, 18.727
-182.304, 12.652, 7.865, 18.760
-182.302, 12.389, 7.891, 18.793
-182.300, 12.125, 7.917, 18.826
-182.298, 11.861, 7.943, 18.859
-182.295, 11.595, 7.969, 18.892
-182.293, 11.329, 7.995, 18.925
-182.291, 11.062, 8.022, 18.958
-182.289, 10.794, 8.048, 18.991
-182.287, 10.525, 8.075, 19.024
-182.285, 10.255, 8.101, 19.057
-182.283, 9.984, 8.128, 19.090
-182.280, 9.713, 8.155, 19.123
-182.278, 9.440, 8.182, 19.156
-182.276, 9.167, 8.209, 19.189
-182.274, 8.893, 8.236, 19.222
-182.272, 8.617, 8.263, 19.255
-182.269, 8.341, 8.290, 19.288
-182.267, 8.064, 8.317, 19.321
-182.265, 7.786, 8.344, 19.354
-182.263, 7.508, 8.372, 19.387
-182.261, 7.228, 8.399, 19.420
-182.258, 6.947, 8.427, 19.453
-182.256, 6.666, 8.454, 19.486
-182.254, 6.383, 8.482, 19.519
-182.252, 6.100, 8.510, 19.552
-182.250, 5.815, 8.538, 19.585
-182.247, 5.530, 8.566, 19.618
-182.245, 5.244, 8.594, 19.651
-182.243, 4.957, 8.623, 19.684
-182.241, 4.668, 8.651, 19.717
-182.239, 4.379, 8.680, 19.750
-182.236, 4.089, 8.708, 19.783
-182.234, 3.798, 8.737, 19.816
-182.232, 3.506, 8.766, 19.849
-182.230, 3.213, 8.795, 19.882
-182.227, 2.920, 8.824, 19.915
-182.225, 2.625, 8.853, 19.948
-182.223, 2.329, 8.882, 19.981
-182.220, 2.032, 8.911, 20.014
-182.218, 1.734, 8.940, 20.047
-182.216, 1.436, 8.970, 20.080
-182.214, 1.136, 8.999, 20.113
-182.211, 0.835, 9.029, 20.146
-182.209, 0.533, 9.059, 20.179
-182.207, 0.231, 9.089, 20.212
-182.204, -0.073, 9.119, 20.245
-182.202, -0.378, 9.149, 20.278
-182.200, -0.683, 9.179, 20.311
-182.198, -0.990, 9.209, 20.344
-182.195, -1.298, 9.239, 20.377
-182.193, -1.607, 9.270, 20.410
-182.191, -1.916, 9.301, 20.443
-182.188, -2.227, 9.331, 20.476
-182.186, -2.539, 9.362, 20.509
-182.183, -2.852, 9.393, 20.542
-182.181, -3.166, 9.424, 20.575
-182.179, -3.481, 9.455, 20.608
-182.176, -3.797, 9.486, 20.641
-182.174, -4.114, 9.518, 20.674
-182.172, -4.432, 9.549, 20.707
-182.169, -4.751, 9.580, 20.740
-182.167, -5.071, 9.612, 20.773
-182.164, -5.392, 9.644, 20.806
-182.162, -5.714, 9.675, 20.839
-182.160, -6.038, 9.707, 20.872
-182.157, -6.362, 9.739, 20.905
-182.155, -6.687, 9.771, 20.938
-182.152, -7.014, 9.804, 20.971
-182.150, -7.342, 9.836, 21.004
-182.148, -7.670, 9.868, 21.037
-182.145, -8.000, 9.901, 21.070
-182.143, -8.331, 9.934, 21.103
-182.140, -8.663, 9.966, 21.136
-182.138, -8.996, 9.999, 21.169
-182.135, -9.330, 10.032, 21.202
-182.133, -9.665, 10.066, 21.235
-182.130, -10.002, 10.099, 21.268
-182.128, -10.339, 10.133, 21.301
-182.125, -10.678, 10.166, 21.334
-182.123, -11.017, 10.200, 21.367
-182.120, -11.358, 10.233, 21.400
-182.118, -11.700, 10.267, 21.433
-182.115, -12.043, 10.301, 21.466
-182.113, -12.388, 10.335, 21.499
-182.110, -12.733, 10.369, 21.532
-182.108, -13.079, 10.404, 21.565
-182.105, -13.427, 10.438, 21.598
-182.103, -13.776, 10.473, 21.631
-182.100, -14.126, 10.507, 21.664
-182.097, -14.477, 10.542, 21.697
-182.095, -14.829, 10.577, 21.730
-182.092, -15.183, 10.612, 21.763
-182.090, -15.537, 10.647, 21.796
-182.087, -15.893, 10.682, 21.829
-182.084, -16.250, 10.717, 21.862
-182.082, -16.608, 10.753, 21.895
-182.079, -16.968, 10.788, 21.928
-182.076, -17.328, 10.824, 21.961
-182.074, -17.690, 10.860, 21.994
-182.071, -18.053, 10.896, 22.027
-182.069, -18.417, 10.932, 22.060
-182.066, -18.782, 10.968, 22.093
-182.063, -19.149, 11.004, 22.126
-182.060, -19.516, 11.041, 22.159
-182.058, -19.885, 11.077, 22.192
-182.055, -20.255, 11.114, 22.225
-182.052, -20.627, 11.151, 22.258
-182.050, -20.999, 11.187, 22.291
-182.047, -21.373, 11.225, 22.324
-182.044, -21.748, 11.262, 22.357
-182.041, -22.125, 11.299, 22.390
-182.039, -22.502, 11.337, 22.423
-182.036, -22.881, 11.374, 22.456
-182.033, -23.261, 11.412, 22.489
-182.030, -23.642, 11.450, 22.522
-182.027, -24.025, 11.488, 22.555
-182.025, -24.409, 11.526, 22.588
-182.022, -24.794, 11.565, 22.621
-182.019, -25.181, 11.603, 22.654
-182.016, -25.568, 11.642, 22.687
-182.013, -25.957, 11.681, 22.720
-182.010, -26.348, 11.720, 22.753
-182.008, -26.739, 11.759, 22.786
-182.005, -27.132, 11.799, 22.819
-182.002, -27.527, 11.838, 22.852
-181.999, -27.922, 11.878, 22.885
-181.996, -28.319, 11.918, 22.918
-181.993, -28.718, 11.958, 22.951
-181.990, -29.117, 11.998, 22.984
-181.987, -29.518, 12.038, 23.017
-181.984, -29.920, 12.078, 23.050
